pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.13890206969005958	11	18364235	18364567	2	ensorlt00000010472	ptprua-205	protein_coding	-57868
0.13890206969005958	9	29574489	29575004	11	ensorlt00000034330		protein_coding	15678
0.13890206969005958	23	21618458	21618846	2	ensorlt00000039306	celf2-201	protein_coding	-55634
0.1389105610240704	3	5556476	5556942	5	ensorlt00000000669		protein_coding	-10324
0.13894802649619853	12	25250148	25250454	3	ensorlt00000030906		protein_coding	-17735
0.1389784222226228	7	24263501	24263722	10	ensorlt00000024024	plekhg5b-203	protein_coding	0
0.1392455244866546	20	25737065	25737601	12	ensorlt00000017646	klhl34-201	protein_coding	-16271
0.1393057747807779	7	15930458	15930739	17	ensorlt00000043981		protein_coding	-11468
0.13931841235503795	14	11597489	11597689	7	ensorlt00000006102	paxbp1-201	protein_coding	-5778
0.13931908363209694	16	8898975	8899355	10	ensorlt00000004817		protein_coding	324
0.13931908363209694	18	7079627	7079964	18	ensorlt00000034223	tdrd7b-201	protein_coding	17901
0.1394288517109364	15	29265118	29265335	6	ensorlt00000041670		protein_coding	13078
0.13948458981718367	19	15636305	15636697	18	ensorlt00000032206	tanc2-208	protein_coding	24581
0.13969620196158147	17	25016545	25016821	19	ensorlt00000029499		protein_coding	-10555
0.1397162737532683	14	8237272	8237533	8	ensorlt00000002908	ebf1-201	protein_coding	-35711
0.13974562218338074	13	4531923	4532306	14	ensorlt00000002322	pak1-203	protein_coding	-3878
0.1397873104169308	18	26423650	26423933	13	ensorlt00000033817	gal3st4-202	protein_coding	17314
0.14009462702414222	15	5294352	5294632	8	ensorlt00000037320	chrna1-201	protein_coding	-23834
0.14010404548313918	16	20246497	20246935	28	ensorlt00000015301	gapdh-202	protein_coding	215
0.14011669857670964	1	4963440	4963823	12	ensorlt00000033397		protein_coding	-13758
0.14035789854877878	20	24900721	24900931	3	ensorlt00000038412	cdh18-202	protein_coding	17425
0.14046052937541298	12	3978661	3978878	8	ensorlt00000044508		protein_coding	-27028
0.1405072120237067	5	13778396	13778612	14	ensorlt00000008442	apcdd1l-201	protein_coding	12140
0.1405072120237067	14	30126949	30127169	17	ensorlt00000040083		protein_coding	12080
0.14066206745473733	4	6275323	6275573	6	ensorlt00000004454		protein_coding	-3660
0.14090809837555754	10	23416852	23417458	2	ensorlt00000010710	slitrk2-201	protein_coding	35889
0.14090809837555754	13	14739820	14740167	8	ensorlt00000008711	npas1-201	protein_coding	49
0.14103166209348794	11	14507577	14507916	7	ensorlt00000007292	trit1-201	protein_coding	-3362
0.14106068681538605	13	5907	6251	18	ensorlt00000024539	rpl35a-201	protein_coding	-1591
0.14106068681538605	23	22784772	22785393	4	ensorlt00000033294	trhde.2-201	protein_coding	-35049
0.1410655313280877	14	6654453	6654654	15	ensorlt00000001685	aff4-201	protein_coding	-1524
0.14120924823027026	19	7503300	7503506	26	ensorlt00000007295	paqr4b-201	protein_coding	102
0.14130633640197535	15	5940378	5940722	0				
0.1413199879120786	7	3207515	3207806	8	ensorlt00000001493	lhfpl4a-201	protein_coding	-22428
0.1414216576482655	23	17058932	17059326	20	ensorlt00000029329	epyc-201	protein_coding	0
0.1414216576482655	16	1665026	1665320	0				
0.14165439619610615	1	5525291	5525675	4	ensorlt00000035768		protein_coding	2846
0.14165439619610615	21	7998465	7998827	4	ensorlt00000014056	dach-201	protein_coding	39347
0.1416629450533822	8	12806261	12806672	18	ensorlt00000034920		protein_coding	-1454
0.14166312060719075	9	21203565	21203769	8	ensorlt00000018225	anapc5-201	protein_coding	-7927
0.14175661548745622	16	21635663	21635982	19	ensorlt00000046300	arhgef1b-201	protein_coding	15044
0.14176588474552554	6	5448548	5448841	7	ensorlt00000044692	ankrd27-201	protein_coding	943
0.14180171126117386	16	1845855	1846065	3	ensorlt00000025679	tshz1-202	protein_coding	-19515
0.14184683453203084	6	19456783	19457110	12	ensorlt00000011794	si:ch211-233h19.2-201	protein_coding	-1148
0.14184683453203084	17	14150779	14150979	17	ensorlt00000010959	plvapa-203	protein_coding	3070
0.14192321751961265	18	13999736	13999969	14	ensorlt00000029679		protein_coding	6991
0.14192321751961265	8	19952296	19952606	12	ensorlt00000018347	si:dkey-167k11.5-201	protein_coding	28614
0.14198891665118854	19	6164098	6164315	14	ensorlt00000006495	fra10ac1-201	protein_coding	9487
0.14211846009980295	9	3797900	3798201	8	ensorlt00000042279		protein_coding	-6111
0.14217100898587345	17	25281293	25281527	9	ensorlt00000020935	dpp6b-202	protein_coding	-5168
0.14217100898587345	4	17146392	17146609	9	ensorlt00000013505	znhit6-201	protein_coding	1054
0.1421819797190455	6	5189688	5189976	9	ensorlt00000022992	carmil2-201	protein_coding	35723
0.14235587864379662	8	24149464	24149671	14	ensorlt00000021316	hoxb9a-201	protein_coding	13557
0.1424142577953389	24	2664813	2665191	7	ensorlt00000030936	klhl29-204	protein_coding	-43125
0.1424249500275023	10	30504563	30504998	5	ensorlt00000014540	tmed9-201	protein_coding	51206
0.14247123178697166	11	23671684	23672010	10	ensorlt00000016382	mylipa-202	protein_coding	2054
0.1424726274909105	11	11419994	11420418	20	ensorlt00000006385	hibadha-201	protein_coding	21524
0.14247276541011256	13	1828896	1829565	1	ensorlt00000000686	si:cabz01090165.1-201	protein_coding	-31733
0.14267805960102192	8	6018593	6018857	14	ensorlt00000004732	nkiras2-201	protein_coding	-21581
0.14307515680877272	15	21003530	21003792	0				
0.14317978898666384	7	5399924	5400313	8	ensorlt00000026162	ola-mir-1-1-201	mirna	-1091
0.1432089644856068	8	1452966	1453411	2	ensorlt00000027408	rbfox3b-203	protein_coding	-80390
0.14321312650218984	13	13855713	13856046	20	ensorlt00000030983	cux1a-201	protein_coding	-19662
0.14323221438597752	16	23458559	23458923	12	ensorlt00000018202	eva1ba-201	protein_coding	1493
0.14343826296394865	20	20770245	20770629	15	ensorlt00000014635		protein_coding	30835
0.14343826296394865	21	7223981	7224189	5	ensorlt00000013669	asmtl-201	protein_coding	41017
0.14352386591720984	13	6143384	6143772	4	ensorlt00000046019	cntn5-203	protein_coding	-26398
0.14363482456857254	4	27727431	27727637	8	ensorlt00000019834	gabrb3-203	protein_coding	26801
0.14363482456857254	23	22232456	22232752	26	ensorlt00000039181	nup107-202	protein_coding	-582
0.14386892970543128	11	15308544	15308892	14	ensorlt00000007597	cacng6a-201	protein_coding	4291
0.14394736752960474	1	13177879	13178150	11	ensorlt00000007193		protein_coding	-6562
0.14394889053029836	20	8752020	8752425	0				
0.1443220581633159	6	21564528	21564757	20	ensorlt00000014125	nr1h4-201	protein_coding	-7860
0.1446855173992019	22	10690868	10691125	1	ensorlt00000018796	sox11a-201	protein_coding	-46884
0.14486381460124004	8	2698689	2699030	37	ensorlt00000001560	ubald2-201	protein_coding	10823
0.14491967256303195	9	23656506	23656768	7	ensorlt00000019095	gnb1l-201	protein_coding	-3118
0.14494341586182094	10	10252270	10252514	10	ensorlt00000001793	cenpi-201	protein_coding	-22781
0.14521310248253808	24	14878343	14878611	21	ensorlt00000045824	si:ch211-57i17.1-202	protein_coding	16223
0.14545573449889024	18	6832848	6833239	5	ensorlt00000038398		protein_coding	22281
0.14545573449889024	24	6654736	6655063	14	ensorlt00000015918		protein_coding	-5354
0.14555932626495774	22	10826119	10826456	0				
0.14559513537536875	20	16175055	16175382	17	ensorlt00000043388		protein_coding	5723
0.14559868786150232	1	8399017	8399510	13	ensorlt00000040418		protein_coding	11182
0.1456863489456303	1	31144358	31144660	3	ensorlt00000017371	cacng5a-201	protein_coding	27547
0.14579742272686053	4	3574048	3574264	11	ensorlt00000002223	dab1a-206	protein_coding	15962
0.14594843337068816	23	22918449	22918735	16	ensorlt00000021688		protein_coding	787
0.1461744050922668	1	9762419	9762628	17	ensorlt00000047084	rhbdl3-201	protein_coding	3071
0.1461865718005654	5	3508361	3508564	10	ensorlt00000001519		protein_coding	6168
0.1464792600719183	24	4663004	4663565	5	ensorlt00000041950		protein_coding	8034
0.14653601370562214	14	12615323	12615647	24	ensorlt00000006727	pigs-201	protein_coding	1485
0.14653601370562214	17	31122621	31122835	4	ensorlt00000042031		protein_coding	17421
0.14660550819277596	21	21068962	21069240	10	ensorlt00000041156	gcgb-201	protein_coding	2818
0.14684332768993152	16	13036656	13037095	4	ensorlt00000040635		protein_coding	44441
0.1469348849905788	10	3150651	3151125	13	ensorlt00000025384	tgfbi-201	protein_coding	-8960
0.1469348849905788	21	23032414	23032724	9	ensorlt00000039246		protein_coding	-7990
0.1469348849905788	18	6442683	6442942	0				
0.1469348849905788	4	32230366	32230566	4	ensorlt00000021714	acbd6-201	protein_coding	8369
0.14697169174306224	6	17640147	17640466	34	ensorlt00000029694	scaper-205	protein_coding	2748
0.14717061896327485	17	4535711	4536063	12	ensorlt00000039801		protein_coding	3573
0.14733726474969866	3	33647219	33647498	0				
0.1473545684106933	15	14026718	14026949	0				
0.14739710330986314	19	2737052	2737640	8	ensorlt00000003658	cpped1-203	protein_coding	21005
0.14739710330986314	9	29561689	29562045	11	ensorlt00000046186		protein_coding	-3489
0.14739710330986314	18	8381052	8381686	4	ensorlt00000005287	elavl2-201	protein_coding	32517
0.1474246923870284	22	12869651	12869992	19	ensorlt00000030929	otx2b-201	protein_coding	9952
0.14756383541321652	23	20406863	20407097	23	ensorlt00000020804	ntn4-203	protein_coding	-16882
0.1477623877332043	11	22780589	22780902	7	ensorlt00000045441	fam92a1-203	protein_coding	-3871
0.14796180473452408	7	28390676	28391011	14	ensorlt00000023814	cry3a-203	protein_coding	-27974
0.1481633083246758	4	27114858	27115073	12	ensorlt00000019496	gpr17-201	protein_coding	-294
0.1486695135480095	19	21814115	21814396	6	ensorlt00000037383	hs3st3l-201	protein_coding	16572
0.1486695135480095	7	17406258	17406518	11	ensorlt00000030105	ptpdc1b-201	protein_coding	15104
0.1490442708987473	21	7593562	7593862	7	ensorlt00000041087	tmtc4-201	protein_coding	13690
0.1490496396495229	5	27762998	27763229	37	ensorlt00000031937		protein_coding	603
0.1490900355772906	9	13870420	13870749	24	ensorlt00000011341	homer1b-202	protein_coding	-6513
0.14912492456018572	11	28037143	28037381	2	ensorlt00000018136		protein_coding	39300
0.14914295062110716	6	17506081	17506374	13	ensorlt00000031493		mirna	15813
0.14914295062110716	9	18873487	18873747	20	ensorlt00000038963	tbc1d10aa-201	protein_coding	9249
0.1494298055000408	16	30531124	30531366	5	ensorlt00000020717	mios-201	protein_coding	50751
0.14960382560056368	15	25189089	25189435	12	ensorlt00000013198	si:dkey-85a20.4-201	protein_coding	4823
0.14962044079827425	6	19802419	19802707	6	ensorlt00000020290	si:dkey-266j7.2-201	protein_coding	-28909
0.1497479624962336	23	4963634	4964135	1	ensorlt00000032746		protein_coding	42103
0.15012382012970388	9	13980832	13981132	27	ensorlt00000044310	cert1-203	protein_coding	0
0.15012382012970388	23	23324294	23324614	20	ensorlt00000030284		protein_coding	167
0.15014694533643286	5	32197530	32198135	10	ensorlt00000021516		protein_coding	6318
0.15038563224522353	12	18671443	18671672	7	ensorlt00000037179		protein_coding	33104
0.15038563224522353	12	5810342	5810946	23	ensorlt00000043965	egfl7-201	protein_coding	-302
0.1504467432140142	21	7226987	7227320	5	ensorlt00000013669	asmtl-201	protein_coding	37886
0.1504467432140142	20	23144645	23145126	9	ensorlt00000016248	gad2-201	protein_coding	-21675
0.15052551237838716	3	12300697	12301051	3	ensorlt00000002484	uacab-201	protein_coding	83320
0.15059138922583204	20	15772918	15773134	1	ensorlt00000009749	socs6-201	protein_coding	92208
0.15067231136616765	14	11921302	11921545	0				
0.15078251963761485	22	9199133	9199355	17	ensorlt00000034554	si:ch1073-358c10.1-201	protein_coding	8058
0.1509007465498521	16	16921142	16921541	15	ensorlt00000010504	si:dkey-12j5.1-203	protein_coding	-6720
0.1510109416921559	19	5658844	5659106	3	ensorlt00000006313	gfra1b-201	protein_coding	4139
0.15104779748745487	5	31559965	31560329	4	ensorlt00000021428	dhrs3b-201	protein_coding	632
0.15106204815606675	9	13959558	13959871	25	ensorlt00000011647	pip5k1bb-204	protein_coding	-17223
0.1510884872344034	17	15808830	15809070	14	ensorlt00000012403		protein_coding	32571
0.1510884872344034	14	20398362	20398706	14	ensorlt00000045084		protein_coding	-335
0.15114275067106955	1	18930479	18930734	7	ensorlt00000037159		protein_coding	7704
0.15127151391259533	8	1000539	1000894	39	ensorlt00000000428	gsg1l-201	protein_coding	5248
0.15127151391259533	15	27117570	27117901	6	ensorlt00000015069		protein_coding	-82900
0.15127151391259533	16	28728364	28728681	21	ensorlt00000020247	dnase2-201	protein_coding	-4240
0.15139249559563994	16	18485093	18485293	17	ensorlt00000044048	efna1b-201	protein_coding	27166
0.1517607194404548	13	9232706	9233096	1	ensorlt00000005130	robo2-207	protein_coding	-92734
0.15186533186809165	22	21809981	21810297	3	ensorlt00000022508	fgfr3-201	protein_coding	4862
0.15200204761229555	7	8745777	8746007	23	ensorlt00000005846	rimkla-201	protein_coding	-679
0.15213234352804209	20	25397594	25397996	8	ensorlt00000044619	dpp6a-205	protein_coding	40106
0.15213234352804209	5	10743074	10743473	11	ensorlt00000041162		protein_coding	-245
0.15227593259824734	3	32152666	32153021	6	ensorlt00000018322		protein_coding	-2953
0.15228333925558435	19	11959186	11959506	2	ensorlt00000012412	dock1-201	protein_coding	20899
0.15251204410401492	18	27464937	27465139	0				
0.15264432889120155	9	17878740	17879084	3	ensorlt00000014894		protein_coding	-19281
0.15264432889120155	18	25820456	25820658	11	ensorlt00000034035	cd248a-202	protein_coding	-1562
0.15264432889120155	13	9319303	9319524	0				
0.15265176082337278	10	14902061	14902430	28	ensorlt00000040989		protein_coding	0
0.15272125729087954	15	28448459	28448843	9	ensorlt00000038049	disc1-203	protein_coding	-34103
0.15272125729087954	17	28526399	28526639	12	ensorlt00000026197	ola-mir-1-2-201	mirna	-2726
0.15290237489414302	15	11044381	11044826	7	ensorlt00000002815	ddx43-201	protein_coding	-8514
0.15328341225320266	5	2402066	2403513	21	ensorlt00000000534		protein_coding	0
0.1533607515768879	24	16099585	16099868	18	ensorlt00000033475	si:ch73-18b11.1-206	protein_coding	-26300
0.15361761085077605	16	30544664	30544928	5	ensorlt00000020717	mios-201	protein_coding	37189
0.15361761085077605	15	29404423	29404854	5	ensorlt00000016728	plpp4-201	protein_coding	15237
0.15361761085077605	6	24665152	24665422	3	ensorlt00000040006	necab2-201	protein_coding	21892
0.15361761085077605	10	25812028	25812359	20	ensorlt00000011835	gabra4-202	protein_coding	-8276
0.1537485912690314	23	21867697	21867983	0				
0.15400553920142354	7	838705	839066	22	ensorlt00000036028	mib2-202	protein_coding	-438
0.15400553920142354	6	30047901	30048251	2	ensorlt00000020081	tspan33b-201	protein_coding	29538
0.15421172001449232	19	13052960	13053196	10	ensorlt00000013436		protein_coding	15892
0.1543977548987875	14	22175017	22175399	2	ensorlt00000029483	auts2a-201	protein_coding	34727
0.1543977548987875	24	11244967	11245373	4	ensorlt00000019581	cd2ap-201	protein_coding	-38255
0.15455543261476226	6	20971901	20972101	20	ensorlt00000013055	psmd7-201	protein_coding	-6415
0.15459759133032225	8	7988436	7988747	9	ensorlt00000006318	baiap3-201	protein_coding	-25623
0.15460021098460944	19	19365122	19365368	14	ensorlt00000038936	armc7-201	protein_coding	9273
0.15460830984369373	17	19615436	19615647	11	ensorlt00000016078	crispld1b-201	protein_coding	-2899
0.15461929448798947	24	10474518	10474960	22	ensorlt00000019228	katna1-201	protein_coding	1847
0.154918017612288	23	3517617	3517936	7	ensorlt00000035102		protein_coding	14141
0.1549743251201689	4	29622232	29622466	12	ensorlt00000044473	trabd2b-201	protein_coding	7039
0.1549743251201689	4	9333524	9333842	28	ensorlt00000031799	ttll7-203	protein_coding	-1950
0.15499577428251868	16	4699720	4699923	15	ensorlt00000038943	usp45-202	protein_coding	-15246
0.1550804681520362	7	33396556	33396780	7	ensorlt00000041356	plch2a-201	protein_coding	5967
0.15512100473477314	19	14647076	14647347	0				
0.15519285804024238	16	24552281	24552494	12	ensorlt00000032611	ago1-202	protein_coding	-8034
0.15532953434420604	7	3966445	3966649	4	ensorlt00000002060	si:dkey-8e10.3-201	protein_coding	9735
0.1553398011433073	15	27347781	27347981	0				
0.15546054999393072	17	19064049	19064327	4	ensorlt00000038878		protein_coding	-24722
0.15546394259123927	12	10831309	10831509	13	ensorlt00000036176	ak1-201	protein_coding	6629
0.1554678692912241	23	21359257	21359656	7	ensorlt00000041268	usp6nl-201	protein_coding	-26410
0.1554678692912241	7	3714917	3715267	19	ensorlt00000001919	sars1-201	protein_coding	-9257
0.1555488774806295	7	34410267	34410610	5	ensorlt00000032191		protein_coding	-9861
0.1555522438867284	18	24354996	24355210	19	ensorlt00000029212		protein_coding	-7268
0.1555522438867284	19	15949277	15949542	20	ensorlt00000014460	twnk-201	protein_coding	4464
0.15555720780452936	21	29970241	29970474	2	ensorlt00000025391	thsd7ba-201	protein_coding	19965
0.15555720780452936	16	13075883	13076129	5	ensorlt00000040635		protein_coding	5407
0.15577629598947718	12	13415083	13415318	11	ensorlt00000009863	gdnfa-201	protein_coding	-7003
0.1561219800614892	14	11276628	11276847	2	ensorlt00000005777	mtnr1bb-201	protein_coding	-28047
0.1561219800614892	7	23742523	23742777	13	ensorlt00000028180		protein_coding	-2688
0.15621201879339008	8	14305366	14305590	19	ensorlt00000032628		protein_coding	308
0.15683545719791545	21	21549373	21549666	15	ensorlt00000046859	stk39-201	protein_coding	6206
0.1568409438574381	6	13841701	13841933	17	ensorlt00000045662	flnc-201	protein_coding	-3620
0.15704586829291856	9	23100105	23100405	3	ensorlt00000018797	chfr-201	protein_coding	22654
0.15712689801720595	21	14109228	14109481	11	ensorlt00000017797	lacc1-201	protein_coding	10877
0.15734349424005076	13	12815828	12816036	8	ensorlt00000007353	dhx36-202	protein_coding	-3036
0.1574240347615015	23	1224715	1225326	5	ensorlt00000035737	etnk1-201	protein_coding	-47134
0.15750453160455308	3	7034884	7035096	1	ensorlt00000042838		protein_coding	44375
0.15752661270577334	9	25578484	25578805	16	ensorlt00000031062	cux2b-203	protein_coding	-27934
0.15752816643070988	14	21820112	21820426	15	ensorlt00000025934	ola-mir-21-2-201	mirna	30628
0.157589467252948	19	3710861	3711199	35	ensorlt00000028275	usp42-203	protein_coding	-10743
0.15764948965254566	2	14139355	14139660	7	ensorlt00000018535		protein_coding	-15217
0.15769312359932972	24	4375435	4375831	10	ensorlt00000013472		protein_coding	2787
0.15810391610621272	5	17523317	17523672	2	ensorlt00000011185	celf4-201	protein_coding	-65528
0.15810391610621272	6	30935953	30936196	13	ensorlt00000032926	si:ch73-62b13.1-201	protein_coding	8762
0.15811964671918433	3	35416853	35417328	9	ensorlt00000019357	dpy19l3-203	protein_coding	6904
0.15847344430625845	7	22470237	22470622	13	ensorlt00000019635	rapgef3-201	protein_coding	23964
0.15847344430625845	14	11429544	11429746	21	ensorlt00000005820	ilk-202	protein_coding	-2836
0.15867538063325476	9	13213124	13213329	19	ensorlt00000009312	aldh3b2-201	protein_coding	0
0.15872449230025154	4	32044087	32044307	10	ensorlt00000035350		protein_coding	26335
0.1588589525020121	10	18785184	18785593	5	ensorlt00000008178	gria3b-203	protein_coding	-65083
0.1589486087307217	12	5554541	5554835	5	ensorlt00000035668	arhgef28a-201	protein_coding	-56078
0.1589486087307217	5	4454456	4454709	11	ensorlt00000002214	pfdn5-201	protein_coding	-1049
0.15900811516536886	13	14850954	14851271	15	ensorlt00000008828	fkrp-201	protein_coding	2449
0.15911698282040426	20	1197421	1198570	8	ensorlt00000040146	c1ql3a-201	protein_coding	12343
0.1591387690485622	19	23955706	23956225	1	ensorlt00000032429	ca10a-202	protein_coding	-93904
0.1594452236116581	11	5386821	5387035	19	ensorlt00000032002		protein_coding	641
0.159502886295414	23	8790510	8790762	11	ensorlt00000014957	slc41a2b-201	protein_coding	-42991
0.1595538378578545	1	5634217	5634515	11	ensorlt00000002583		protein_coding	-7439
0.1595613003454194	21	24876077	24876407	9	ensorlt00000036568		protein_coding	-5267
0.15967036782235813	13	20817684	20817912	9	ensorlt00000013182	gucy1a2-201	protein_coding	-4459
0.15976285144300956	23	10855270	10855924	12	ensorlt00000015508		protein_coding	-10863
0.1598079702528601	10	23239021	23239284	1	ensorlt00000036853		protein_coding	-54771
0.15983958061281192	7	2956825	2957050	5	ensorlt00000046200	slc41a3-203	protein_coding	6709
0.15988735767270532	22	10596017	10596409	1	ensorlt00000018796	sox11a-201	protein_coding	47575
0.15997584033288634	5	1764145	1764358	30	ensorlt00000023047	si:ch1073-335m2.2-201	protein_coding	7692
0.16027111060410773	4	6637003	6637349	16	ensorlt00000004828	elovl8b-202	protein_coding	-19646
0.16027111060410773	7	8551377	8551660	5	ensorlt00000005797	kazn-204	protein_coding	31862
0.16027902790310206	1	15587356	15587643	13	ensorlt00000041846	cdkn2a/b-201	protein_coding	7108
0.16028977731448485	22	12852129	12852396	24	ensorlt00000045530	tmem260-204	protein_coding	-2460
0.16032269718891742	7	25066141	25066379	6	ensorlt00000041115	atp9a-202	protein_coding	-5908
0.1606149323706864	23	2088049	2088607	1	ensorlt00000011470		protein_coding	43205
0.1606149323706864	13	6528766	6528971	8	ensorlt00000003378	yap1-201	protein_coding	-38936
0.16073086246044618	9	31978488	31978806	5	ensorlt00000022209	man1b1b-201	protein_coding	-25788
0.16126121855033804	3	21304407	21304667	16	ensorlt00000010349	lipca-201	protein_coding	1896
0.16129608213382576	1	2615440	2615774	11	ensorlt00000000296		protein_coding	-4393
0.1613738247431773	16	19194789	19195166	17	ensorlt00000013386	zbtb7b-201	protein_coding	-8344
0.1613738247431773	8	24484688	24485282	12	ensorlt00000026135	ola-mir-152-201	mirna	-19811
0.1613738247431773	17	27244124	27244371	13	ensorlt00000043401	ube2v2-202	protein_coding	-4982
0.16188931453076924	6	21624075	21624275	20	ensorlt00000014188	plekhg7-201	protein_coding	1297
0.1620033741315383	10	27682557	27682877	18	ensorlt00000031783		protein_coding	7096
0.1620033741315383	5	17533438	17533638	2	ensorlt00000011185	celf4-201	protein_coding	-75649
0.1620033741315383	5	32482740	32483269	12	ensorlt00000021662		protein_coding	-6867
0.1620546100215964	8	20297078	20297330	12	ensorlt00000036460		protein_coding	-3070
0.16214437161382395	11	20883411	20883727	9	ensorlt00000030210	tac1-201	protein_coding	646
0.16214437161382395	21	22418772	22419085	12	ensorlt00000041437		protein_coding	22304
0.16226588995782829	21	30816509	30817199	11	ensorlt00000046154		protein_coding	27811
0.16249724168917745	8	16808174	16808479	11	ensorlt00000046709	nubp1-202	protein_coding	3751
0.1625632997247708	18	10538123	10538482	9	ensorlt00000032535	kcnip4-206	protein_coding	-4099
0.16259920413928616	9	27271292	27271785	7	ensorlt00000041634		protein_coding	38758
0.16273573621518386	3	17652801	17653169	7	ensorlt00000007154	spg7-201	protein_coding	4203
0.16287255957888952	20	9246823	9247037	1	ensorlt00000006034	fzd8a-201	protein_coding	-92524
0.16288427456621754	7	32055745	32055945	7	ensorlt00000023052	plxna3-202	protein_coding	-21262
0.16288427456621754	2	2711413	2711798	0				
0.16288427456621754	16	18471529	18471888	15	ensorlt00000044048	efna1b-201	protein_coding	40571
0.16301175063348272	4	12884270	12884491	11	ensorlt00000009594	atp13a3-203	protein_coding	-1690
0.16317878646262546	12	27481306	27481653	16	ensorlt00000044463		protein_coding	-1127
0.1632886717281059	2	13179843	13180222	5	ensorlt00000044681		protein_coding	62712
0.1633610921018422	15	21566767	21566970	22	ensorlt00000041468	wnt8b-201	protein_coding	0
0.1633610921018422	13	1790774	1791102	3	ensorlt00000000686	si:cabz01090165.1-201	protein_coding	6061
0.1635429023901674	12	9371528	9371746	12	ensorlt00000031188	snca-201	protein_coding	13901
0.16362452420181875	21	24585635	24585892	18	ensorlt00000031930	vangl1-202	protein_coding	-13247
0.16369753557636174	6	19489837	19490084	12	ensorlt00000011817	grm3-201	protein_coding	21633
0.16390984212050322	21	13091648	13092186	6	ensorlt00000042415		protein_coding	20272
0.16410381920316658	8	19343959	19344177	26	ensorlt00000027176	cbx7a-201	protein_coding	-3941
0.16417462062556382	19	210142	210371	9	ensorlt00000032655	si:ch211-176g6.2-201	protein_coding	931
0.16417462062556382	16	5029938	5030211	9	ensorlt00000044769		protein_coding	-2287
0.16417462062556382	9	497083	497524	23	ensorlt00000024597	unc13ba-201	protein_coding	11664
0.1645993269386233	4	32494939	32495139	20	ensorlt00000028433	tnfaip8l1-202	protein_coding	739
0.16471732583705614	3	29009723	29010112	10	ensorlt00000017183	irx6a-202	protein_coding	1631
0.16472156000097898	9	32691646	32691905	7	ensorlt00000022275	paqr3a-201	protein_coding	49142
0.16491919073228953	16	30194265	30194820	3	ensorlt00000020642	satb1b-203	protein_coding	-62976
0.16494857002999794	6	28319938	28320178	3	ensorlt00000041350	ccnd2a-201	protein_coding	-60949
0.16502020596624029	10	16962662	16962938	6	ensorlt00000042984		protein_coding	29691
0.16503095961520733	5	773226	773592	9	ensorlt00000030595	ecm2-201	protein_coding	16176
0.16503095961520733	10	14769227	14769475	15	ensorlt00000028575		protein_coding	12232
0.16503095961520733	8	8159830	8160151	35	ensorlt00000006488	aanat2-202	protein_coding	-208
0.16503095961520733	6	8848954	8849176	8	ensorlt00000002104	oaz2b-201	protein_coding	33
0.16564626039223376	6	613353	613678	13	ensorlt00000024032	dkk3b-201	protein_coding	163
0.16567397711309428	18	6473802	6474077	0				
0.16567397711309428	24	15902206	15902489	11	ensorlt00000021406	med23-201	protein_coding	19190
0.1658088684807639	24	6254649	6254983	19	ensorlt00000015195	opn8c-201	protein_coding	-11270
0.16582939988442918	10	18341000	18341303	26	ensorlt00000007871		protein_coding	2963
0.16582939988442918	12	24176155	24176356	7	ensorlt00000038356		protein_coding	-19419
0.16582939988442918	11	23920278	23920526	9	ensorlt00000016414	jarid2b-202	protein_coding	1353
0.16593495203547035	18	11939178	11939575	5	ensorlt00000006588		protein_coding	-14338
0.16608478746891192	13	30432284	30432527	16	ensorlt00000018865		protein_coding	3284
0.16608631192532494	10	2958781	2959033	0				
0.16608886207392073	3	35962713	35963431	2	ensorlt00000019399	znf536-206	protein_coding	52948
0.16618188332686806	5	6470565	6470818	2	ensorlt00000046621	foxp1b-201	protein_coding	-40910
0.16618188332686806	15	14940580	14940953	7	ensorlt00000004680	slc8a1b-202	protein_coding	78127
0.16634480881876135	3	23364375	23364599	19	ensorlt00000033000	pax6b-204	protein_coding	-15347
0.1665838990664182	11	6048250	6048499	1	ensorlt00000044942	tgfbr2-201	protein_coding	-99160
0.16661795160782275	15	29521590	29521959	4	ensorlt00000037757		protein_coding	-39539
0.16689599546211428	14	2193680	2193978	18	ensorlt00000043435	slc8a2a-201	protein_coding	1498
0.16689599546211428	12	4511367	4511638	15	ensorlt00000003532	sgtb-202	protein_coding	0
0.16689599546211428	9	32624013	32624571	0				
0.16689599546211428	9	19389995	19390208	2	ensorlt00000016673	lmx1bb-201	protein_coding	9896
0.16697486215330726	22	10231869	10232224	12	ensorlt00000045885		protein_coding	-12537
0.1671991422369732	9	857172	857565	4	ensorlt00000042030		protein_coding	-7748
0.1672206246945024	6	28112047	28112255	17	ensorlt00000038602	lrrc29-202	protein_coding	-1098
0.16743864053073845	10	5544329	5544584	14	ensorlt00000037724		protein_coding	14628
0.1674984325370943	10	2921173	2921436	0				
0.16760755916770434	10	30481136	30481643	4	ensorlt00000042223		protein_coding	-36345
0.16781825784266433	23	7171990	7172305	1	ensorlt00000014455	pim3-201	protein_coding	85498
0.16875910689157697	16	32842165	32842396	13	ensorlt00000030420		protein_coding	-8
0.1687703089739827	15	29623672	29624056	11	ensorlt00000016861	vsir-201	protein_coding	4111
0.16890279903988145	20	19537515	19537735	13	ensorlt00000013116	shha-202	protein_coding	-11841
